Metro,Type,Month,Dimension,Measure,Value,YoY
Los Angeles,Job Title,2018-07,Warehouse Associate,Median Base Pay,"$48,637 ",5.20%
Los Angeles,Job Title,2018-07,Property Manager,Median Base Pay,"$63,729 ",6.40%
Los Angeles,Job Title,2018-07,Producer,Median Base Pay,"$77,709 ",0.30%
Los Angeles,Job Title,2018-07,Quality Engineer,Median Base Pay,"$83,971 ",2.90%
Los Angeles,Job Title,2018-07,Operations Analyst,Median Base Pay,"$62,513 ",3.40%
Los Angeles,Job Title,2018-07,Medical Assistant,Median Base Pay,"$38,127 ",4.40%
Los Angeles,Job Title,2018-07,Tax Manager,Median Base Pay,"$115,120 ",5.00%
Los Angeles,Job Title,2018-07,Technical Editor,Median Base Pay,"$60,913 ",2.60%
Los Angeles,Job Title,2018-07,Truck Driver,Median Base Pay,"$56,460 ",6.60%
Los Angeles,Job Title,2018-07,Insurance Agent,Median Base Pay,"$46,652 ",-0.50%
Los Angeles,Job Title,2018-07,Medical Technologist,Median Base Pay,"$63,156 ",2.50%
Los Angeles,Job Title,2018-07,Field Engineer,Median Base Pay,"$76,108 ",1.50%
Los Angeles,Job Title,2018-07,Machine Operator,Median Base Pay,"$37,885 ",1.70%
Los Angeles,Job Title,2018-07,Communications Manager,Median Base Pay,"$81,752 ",0.70%
Los Angeles,Job Title,2018-07,Construction Laborer,Median Base Pay,"$41,558 ",3.50%
Los Angeles,Job Title,2018-07,Emergency Medical Technician,Median Base Pay,"$34,767 ",3.60%
Los Angeles,Job Title,2018-07,Web Designer,Median Base Pay,"$62,349 ",-0.70%
Los Angeles,Job Title,2018-07,Maintenance Worker,Median Base Pay,"$45,042 ",4.10%
Los Angeles,Job Title,2018-07,Barista,Median Base Pay,"$27,005 ",4.70%
Los Angeles,Job Title,2018-07,Bartender,Median Base Pay,"$35,563 ",6.40%
Los Angeles,Job Title,2018-07,Civil Engineer,Median Base Pay,"$81,000 ",1.90%
Los Angeles,Job Title,2018-07,Claims Adjuster,Median Base Pay,"$58,768 ",3.00%
Los Angeles,Job Title,2018-07,Certified Nursing Assistant,Median Base Pay,"$35,295 ",4.70%
Los Angeles,Job Title,2018-07,Customer Service Representative,Median Base Pay,"$43,869 ",2.80%
Los Angeles,Job Title,2018-07,Delivery Driver,Median Base Pay,"$41,943 ",2.70%
Los Angeles,Job Title,2018-07,Financial Advisor,Median Base Pay,"$59,101 ",5.30%
Los Angeles,Job Title,2018-07,Licensed Practical Nurse,Median Base Pay,"$50,690 ",3.00%
Los Angeles,Job Title,2018-07,Loan Officer,Median Base Pay,"$47,226 ",-0.20%
Los Angeles,Job Title,2018-07,Maintenance Technician,Median Base Pay,"$46,041 ",2.60%
Los Angeles,Job Title,2018-07,Material Handler,Median Base Pay,"$38,057 ",4.70%
Los Angeles,Job Title,2018-07,Network Engineer,Median Base Pay,"$79,808 ",-4.20%
Los Angeles,Job Title,2018-07,Office Manager,Median Base Pay,"$57,390 ",2.50%
Los Angeles,Job Title,2018-07,Pharmacist,Median Base Pay,"$134,797 ",3.70%
Los Angeles,Job Title,2018-07,Process Engineer,Median Base Pay,"$86,087 ",2.20%
Los Angeles,Job Title,2018-07,Program Manager,Median Base Pay,"$90,826 ",1.30%
Los Angeles,Job Title,2018-07,Research Assistant,Median Base Pay,"$34,467 ",1.80%
Los Angeles,Job Title,2018-07,Restaurant Manager,Median Base Pay,"$59,155 ",0.90%
Los Angeles,Job Title,2018-07,Security Officer,Median Base Pay,"$38,493 ",4.10%
Los Angeles,Job Title,2018-07,Server,Median Base Pay,"$33,867 ",3.90%
Los Angeles,Job Title,2018-07,Solutions Architect,Median Base Pay,"$118,118 ",4.10%
Los Angeles,Job Title,2018-07,Systems Engineer,Median Base Pay,"$91,599 ",2.60%
Los Angeles,Job Title,2018-07,Technical Support,Median Base Pay,"$54,294 ",3.10%
Los Angeles,Job Title,2018-07,UX Designer,Median Base Pay,"$89,640 ",1.90%
Philadelphia,Job Title,2018-07,Software Engineer,Median Base Pay,"$87,271 ",3.00%
Philadelphia,Job Title,2018-07,Programmer Analyst,Median Base Pay,"$74,336 ",3.60%
Philadelphia,Job Title,2018-07,Consultant,Median Base Pay,"$81,579 ",2.40%
Philadelphia,Job Title,2018-07,Project Manager,Median Base Pay,"$77,493 ",0.40%
Philadelphia,Job Title,2018-07,Store Manager,Median Base Pay,"$54,762 ",3.10%
Philadelphia,Job Title,2018-07,Business Analyst,Median Base Pay,"$70,393 ",2.30%
Philadelphia,Job Title,2018-07,Cashier,Median Base Pay,"$27,793 ",6.00%
Philadelphia,Job Title,2018-07,Financial Analyst,Median Base Pay,"$65,281 ",3.60%
Philadelphia,Job Title,2018-07,Administrative Assistant,Median Base Pay,"$42,817 ",3.10%
Philadelphia,Job Title,2018-07,Accountant,Median Base Pay,"$59,325 ",3.80%
Philadelphia,Job Title,2018-07,Sales Representative,Median Base Pay,"$52,706 ",2.60%
Philadelphia,Job Title,2018-07,Professor,Median Base Pay,"$100,529 ",0.60%
Philadelphia,Job Title,2018-07,Registered Nurse,Median Base Pay,"$74,340 ",2.50%
Philadelphia,Job Title,2018-07,Marketing Manager,Median Base Pay,"$78,843 ",2.20%
Philadelphia,Job Title,2018-07,Operations Manager,Median Base Pay,"$71,607 ",0.80%
Philadelphia,Job Title,2018-07,Product Manager,Median Base Pay,"$98,762 ",3.60%
Philadelphia,Job Title,2018-07,Sales Manager,Median Base Pay,"$68,871 ",3.70%
Philadelphia,Job Title,2018-07,Teacher,Median Base Pay,"$52,389 ",3.90%
Philadelphia,Job Title,2018-07,Bank Teller,Median Base Pay,"$32,270 ",8.80%
Philadelphia,Job Title,2018-07,Customer Service Manager,Median Base Pay,"$58,669 ",4.30%
Philadelphia,Job Title,2018-07,Physical Therapist,Median Base Pay,"$76,376 ",-1.30%
Philadelphia,Job Title,2018-07,Mechanical Engineer,Median Base Pay,"$78,404 ",4.20%
Philadelphia,Job Title,2018-07,Recruiter,Median Base Pay,"$54,250 ",2.70%
Philadelphia,Job Title,2018-07,Design Engineer,Median Base Pay,"$77,742 ",5.30%
Philadelphia,Job Title,2018-07,Pharmacy Technician,Median Base Pay,"$29,836 ",4.20%
Philadelphia,Job Title,2018-07,Graphic Designer,Median Base Pay,"$50,318 ",3.80%
Philadelphia,Job Title,2018-07,Web Developer,Median Base Pay,"$72,574 ",3.30%
Philadelphia,Job Title,2018-07,Business Development Manager,Median Base Pay,"$74,126 ",5.00%
Philadelphia,Job Title,2018-07,Data Scientist,Median Base Pay,"$101,229 ",1.40%
Philadelphia,Job Title,2018-07,Buyer,Median Base Pay,"$59,936 ",2.70%
Philadelphia,Job Title,2018-07,Data Analyst,Median Base Pay,"$64,321 ",2.60%
Philadelphia,Job Title,2018-07,Electrical Engineer,Median Base Pay,"$82,607 ",2.50%
Philadelphia,Job Title,2018-07,Attorney,Median Base Pay,"$110,604 ",4.50%
Philadelphia,Job Title,2018-07,Human Resources Manager,Median Base Pay,"$77,781 ",3.20%
Philadelphia,Job Title,2018-07,Technician,Median Base Pay,"$49,583 ",1.90%
Philadelphia,Job Title,2018-07,Restaurant Cook,Median Base Pay,"$30,958 ",3.60%
Philadelphia,Job Title,2018-07,Production Manager,Median Base Pay,"$67,780 ",3.30%
Philadelphia,Job Title,2018-07,Manufacturing Engineer,Median Base Pay,"$75,432 ",2.00%
Philadelphia,Job Title,2018-07,Retail Key Holder,Median Base Pay,"$31,331 ",5.50%
Philadelphia,Job Title,2018-07,Paralegal,Median Base Pay,"$51,016 ",1.40%
Philadelphia,Job Title,2018-07,Java Developer,Median Base Pay,"$82,394 ",4.50%
Philadelphia,Job Title,2018-07,Warehouse Associate,Median Base Pay,"$44,011 ",5.40%
Philadelphia,Job Title,2018-07,Property Manager,Median Base Pay,"$61,220 ",6.70%
Philadelphia,Job Title,2018-07,Producer,Median Base Pay,"$57,138 ",0.50%
Philadelphia,Job Title,2018-07,Quality Engineer,Median Base Pay,"$78,385 ",3.10%
Philadelphia,Job Title,2018-07,Operations Analyst,Median Base Pay,"$60,633 ",3.60%
Philadelphia,Job Title,2018-07,Medical Assistant,Median Base Pay,"$37,395 ",4.70%
Philadelphia,Job Title,2018-07,Tax Manager,Median Base Pay,"$105,699 ",5.30%
Philadelphia,Job Title,2018-07,Technical Editor,Median Base Pay,"$55,844 ",2.80%
Philadelphia,Job Title,2018-07,Truck Driver,Median Base Pay,"$59,236 ",6.90%
Philadelphia,Job Title,2018-07,Insurance Agent,Median Base Pay,"$43,254 ",-0.30%
Philadelphia,Job Title,2018-07,Medical Technologist,Median Base Pay,"$59,696 ",2.70%
Philadelphia,Job Title,2018-07,Field Engineer,Median Base Pay,"$69,800 ",1.70%
Philadelphia,Job Title,2018-07,Machine Operator,Median Base Pay,"$43,405 ",1.90%
Philadelphia,Job Title,2018-07,Communications Manager,Median Base Pay,"$74,629 ",0.90%
Philadelphia,Job Title,2018-07,Construction Laborer,Median Base Pay,"$43,130 ",3.80%
Philadelphia,Job Title,2018-07,Emergency Medical Technician,Median Base Pay,"$37,455 ",3.80%
Philadelphia,Job Title,2018-07,Web Designer,Median Base Pay,"$56,483 ",-0.50%
Philadelphia,Job Title,2018-07,Maintenance Worker,Median Base Pay,"$41,362 ",4.30%
Philadelphia,Job Title,2018-07,Barista,Median Base Pay,"$23,360 ",4.90%
Philadelphia,Job Title,2018-07,Bartender,Median Base Pay,"$36,407 ",6.70%
Philadelphia,Job Title,2018-07,Civil Engineer,Median Base Pay,"$74,533 ",2.20%
Philadelphia,Job Title,2018-07,Claims Adjuster,Median Base Pay,"$53,825 ",3.30%
Philadelphia,Job Title,2018-07,Certified Nursing Assistant,Median Base Pay,"$32,430 ",5.00%
Philadelphia,Job Title,2018-07,Customer Service Representative,Median Base Pay,"$41,138 ",3.00%
Philadelphia,Job Title,2018-07,Delivery Driver,Median Base Pay,"$40,280 ",2.90%
Philadelphia,Job Title,2018-07,Financial Advisor,Median Base Pay,"$61,295 ",5.50%
Philadelphia,Job Title,2018-07,Licensed Practical Nurse,Median Base Pay,"$53,675 ",3.20%
Philadelphia,Job Title,2018-07,Loan Officer,Median Base Pay,"$43,644 ",0.00%
Philadelphia,Job Title,2018-07,Maintenance Technician,Median Base Pay,"$45,259 ",2.80%
Philadelphia,Job Title,2018-07,Material Handler,Median Base Pay,"$36,971 ",4.90%
Philadelphia,Job Title,2018-07,Network Engineer,Median Base Pay,"$72,469 ",-4.00%
Philadelphia,Job Title,2018-07,Office Manager,Median Base Pay,"$53,148 ",2.80%
Philadelphia,Job Title,2018-07,Pharmacist,Median Base Pay,"$120,617 ",3.90%
Philadelphia,Job Title,2018-07,Process Engineer,Median Base Pay,"$82,827 ",2.40%
Philadelphia,Job Title,2018-07,Program Manager,Median Base Pay,"$80,809 ",1.50%
Philadelphia,Job Title,2018-07,Research Assistant,Median Base Pay,"$32,079 ",2.00%
Philadelphia,Job Title,2018-07,Restaurant Manager,Median Base Pay,"$52,758 ",1.10%
Philadelphia,Job Title,2018-07,Security Officer,Median Base Pay,"$35,427 ",4.30%
Philadelphia,Job Title,2018-07,Server,Median Base Pay,"$36,577 ",4.10%
Philadelphia,Job Title,2018-07,Solutions Architect,Median Base Pay,"$113,678 ",4.30%
Philadelphia,Job Title,2018-07,Systems Engineer,Median Base Pay,"$80,412 ",2.80%
Philadelphia,Job Title,2018-07,Technical Support,Median Base Pay,"$50,894 ",3.30%
Philadelphia,Job Title,2018-07,UX Designer,Median Base Pay,"$77,520 ",2.10%
Houston,Job Title,2018-07,Software Engineer,Median Base Pay,"$84,382 ",2.20%
Houston,Job Title,2018-07,Programmer Analyst,Median Base Pay,"$72,734 ",2.70%
Houston,Job Title,2018-07,Consultant,Median Base Pay,"$81,818 ",1.60%
Houston,Job Title,2018-07,Project Manager,Median Base Pay,"$82,744 ",-0.40%
Houston,Job Title,2018-07,Store Manager,Median Base Pay,"$52,069 ",2.20%
Houston,Job Title,2018-07,Business Analyst,Median Base Pay,"$72,746 ",1.50%
Houston,Job Title,2018-07,Cashier,Median Base Pay,"$27,220 ",5.10%
Houston,Job Title,2018-07,Financial Analyst,Median Base Pay,"$69,840 ",2.70%
Houston,Job Title,2018-07,Administrative Assistant,Median Base Pay,"$42,597 ",2.30%
Houston,Job Title,2018-07,Accountant,Median Base Pay,"$60,485 ",2.90%
Houston,Job Title,2018-07,Sales Representative,Median Base Pay,"$50,988 ",1.70%
Houston,Job Title,2018-07,Professor,Median Base Pay,"$101,491 ",-0.20%
Houston,Job Title,2018-07,Registered Nurse,Median Base Pay,"$72,669 ",1.60%
Houston,Job Title,2018-07,Marketing Manager,Median Base Pay,"$75,253 ",1.30%
Houston,Job Title,2018-07,Operations Manager,Median Base Pay,"$71,024 ",0.00%
Houston,Job Title,2018-07,Product Manager,Median Base Pay,"$100,567 ",2.80%
Houston,Job Title,2018-07,Sales Manager,Median Base Pay,"$68,316 ",2.90%
Houston,Job Title,2018-07,Teacher,Median Base Pay,"$52,335 ",3.00%
Houston,Job Title,2018-07,Bank Teller,Median Base Pay,"$30,685 ",7.90%
Houston,Job Title,2018-07,Customer Service Manager,Median Base Pay,"$56,422 ",3.50%
Houston,Job Title,2018-07,Physical Therapist,Median Base Pay,"$73,720 ",-2.10%
Houston,Job Title,2018-07,Mechanical Engineer,Median Base Pay,"$83,158 ",3.30%
Houston,Job Title,2018-07,Recruiter,Median Base Pay,"$54,556 ",1.90%
Houston,Job Title,2018-07,Design Engineer,Median Base Pay,"$83,924 ",4.50%
Houston,Job Title,2018-07,Pharmacy Technician,Median Base Pay,"$33,053 ",3.40%
Houston,Job Title,2018-07,Graphic Designer,Median Base Pay,"$48,485 ",2.90%
Houston,Job Title,2018-07,Web Developer,Median Base Pay,"$73,067 ",2.40%
Houston,Job Title,2018-07,Business Development Manager,Median Base Pay,"$79,740 ",4.20%
Houston,Job Title,2018-07,Data Scientist,Median Base Pay,"$104,073 ",0.60%
Houston,Job Title,2018-07,Buyer,Median Base Pay,"$60,222 ",1.80%
Houston,Job Title,2018-07,Data Analyst,Median Base Pay,"$64,680 ",1.70%
Houston,Job Title,2018-07,Electrical Engineer,Median Base Pay,"$84,214 ",1.60%
Houston,Job Title,2018-07,Attorney,Median Base Pay,"$124,271 ",3.70%
Houston,Job Title,2018-07,Human Resources Manager,Median Base Pay,"$81,035 ",2.40%
Houston,Job Title,2018-07,Technician,Median Base Pay,"$48,604 ",1.00%
Houston,Job Title,2018-07,Restaurant Cook,Median Base Pay,"$27,417 ",2.80%
Houston,Job Title,2018-07,Production Manager,Median Base Pay,"$69,651 ",2.40%
Houston,Job Title,2018-07,Manufacturing Engineer,Median Base Pay,"$78,451 ",1.20%
Houston,Job Title,2018-07,Retail Key Holder,Median Base Pay,"$29,769 ",4.60%
Houston,Job Title,2018-07,Paralegal,Median Base Pay,"$55,151 ",0.60%
Houston,Job Title,2018-07,Java Developer,Median Base Pay,"$83,791 ",3.70%
Houston,Job Title,2018-07,Warehouse Associate,Median Base Pay,"$40,951 ",4.60%
Houston,Job Title,2018-07,Property Manager,Median Base Pay,"$55,392 ",5.80%
Houston,Job Title,2018-07,Producer,Median Base Pay,"$56,569 ",-0.30%
Houston,Job Title,2018-07,Quality Engineer,Median Base Pay,"$76,921 ",2.30%
Houston,Job Title,2018-07,Operations Analyst,Median Base Pay,"$63,149 ",2.70%
Houston,Job Title,2018-07,Medical Assistant,Median Base Pay,"$36,334 ",3.80%
Houston,Job Title,2018-07,Tax Manager,Median Base Pay,"$105,828 ",4.40%
Houston,Job Title,2018-07,Technical Editor,Median Base Pay,"$55,595 ",2.00%
Houston,Job Title,2018-07,Truck Driver,Median Base Pay,"$55,507 ",6.00%
Houston,Job Title,2018-07,Insurance Agent,Median Base Pay,"$37,138 ",-1.10%
Houston,Job Title,2018-07,Medical Technologist,Median Base Pay,"$55,632 ",1.80%
Houston,Job Title,2018-07,Field Engineer,Median Base Pay,"$71,288 ",0.90%
Houston,Job Title,2018-07,Machine Operator,Median Base Pay,"$39,482 ",1.10%
Houston,Job Title,2018-07,Communications Manager,Median Base Pay,"$70,617 ",0.10%
Houston,Job Title,2018-07,Construction Laborer,Median Base Pay,"$37,437 ",2.90%
Houston,Job Title,2018-07,Emergency Medical Technician,Median Base Pay,"$37,818 ",3.00%
Houston,Job Title,2018-07,Web Designer,Median Base Pay,"$54,343 ",-1.30%
Houston,Job Title,2018-07,Maintenance Worker,Median Base Pay,"$40,033 ",3.40%
Houston,Job Title,2018-07,Barista,Median Base Pay,"$22,261 ",4.00%
Houston,Job Title,2018-07,Bartender,Median Base Pay,"$37,544 ",5.80%
Houston,Job Title,2018-07,Civil Engineer,Median Base Pay,"$77,049 ",1.30%
Houston,Job Title,2018-07,Claims Adjuster,Median Base Pay,"$51,599 ",2.40%
Houston,Job Title,2018-07,Certified Nursing Assistant,Median Base Pay,"$28,666 ",4.10%
Houston,Job Title,2018-07,Customer Service Representative,Median Base Pay,"$38,063 ",2.20%
Houston,Job Title,2018-07,Delivery Driver,Median Base Pay,"$36,501 ",2.00%
Houston,Job Title,2018-07,Financial Advisor,Median Base Pay,"$52,739 ",4.60%
Houston,Job Title,2018-07,Licensed Practical Nurse,Median Base Pay,"$46,839 ",2.40%
Houston,Job Title,2018-07,Loan Officer,Median Base Pay,"$43,114 ",-0.80%
Houston,Job Title,2018-07,Maintenance Technician,Median Base Pay,"$43,006 ",2.00%
Houston,Job Title,2018-07,Material Handler,Median Base Pay,"$36,339 ",4.10%
Houston,Job Title,2018-07,Network Engineer,Median Base Pay,"$73,380 ",-4.80%
Houston,Job Title,2018-07,Office Manager,Median Base Pay,"$50,526 ",1.90%
Houston,Job Title,2018-07,Pharmacist,Median Base Pay,"$115,929 ",3.10%
Houston,Job Title,2018-07,Process Engineer,Median Base Pay,"$92,263 ",1.60%
Houston,Job Title,2018-07,Program Manager,Median Base Pay,"$79,164 ",0.60%
Houston,Job Title,2018-07,Research Assistant,Median Base Pay,"$30,890 ",1.20%
Houston,Job Title,2018-07,Restaurant Manager,Median Base Pay,"$52,556 ",0.30%
Houston,Job Title,2018-07,Security Officer,Median Base Pay,"$35,329 ",3.50%
Houston,Job Title,2018-07,Server,Median Base Pay,"$31,026 ",3.20%
Houston,Job Title,2018-07,Solutions Architect,Median Base Pay,"$107,260 ",3.50%
Houston,Job Title,2018-07,Systems Engineer,Median Base Pay,"$76,026 ",2.00%
Houston,Job Title,2018-07,Technical Support,Median Base Pay,"$48,450 ",2.50%
Houston,Job Title,2018-07,UX Designer,Median Base Pay,"$80,686 ",1.30%
Seattle,Job Title,2018-07,Software Engineer,Median Base Pay,"$113,322 ",2.30%
Seattle,Job Title,2018-07,Programmer Analyst,Median Base Pay,"$85,772 ",2.90%
Seattle,Job Title,2018-07,Consultant,Median Base Pay,"$87,836 ",1.80%
Seattle,Job Title,2018-07,Project Manager,Median Base Pay,"$83,481 ",-0.30%
Seattle,Job Title,2018-07,Store Manager,Median Base Pay,"$58,395 ",2.40%
Seattle,Job Title,2018-07,Business Analyst,Median Base Pay,"$78,410 ",1.60%
Seattle,Job Title,2018-07,Cashier,Median Base Pay,"$35,163 ",5.30%
Seattle,Job Title,2018-07,Financial Analyst,Median Base Pay,"$74,062 ",2.90%
Seattle,Job Title,2018-07,Administrative Assistant,Median Base Pay,"$48,481 ",2.50%
Seattle,Job Title,2018-07,Accountant,Median Base Pay,"$63,225 ",3.10%
Seattle,Job Title,2018-07,Sales Representative,Median Base Pay,"$55,114 ",1.90%
Seattle,Job Title,2018-07,Professor,Median Base Pay,"$102,103 ",0.00%
Seattle,Job Title,2018-07,Registered Nurse,Median Base Pay,"$78,203 ",1.80%
Seattle,Job Title,2018-07,Marketing Manager,Median Base Pay,"$88,842 ",1.50%
Seattle,Job Title,2018-07,Operations Manager,Median Base Pay,"$76,774 ",0.10%
Seattle,Job Title,2018-07,Product Manager,Median Base Pay,"$114,709 ",3.00%
Seattle,Job Title,2018-07,Sales Manager,Median Base Pay,"$73,919 ",3.10%
Seattle,Job Title,2018-07,Teacher,Median Base Pay,"$55,442 ",3.20%
Seattle,Job Title,2018-07,Bank Teller,Median Base Pay,"$34,526 ",8.10%
Seattle,Job Title,2018-07,Customer Service Manager,Median Base Pay,"$63,266 ",3.70%
Seattle,Job Title,2018-07,Physical Therapist,Median Base Pay,"$74,914 ",-1.90%
Seattle,Job Title,2018-07,Mechanical Engineer,Median Base Pay,"$85,041 ",3.50%
Seattle,Job Title,2018-07,Recruiter,Median Base Pay,"$62,889 ",2.00%
Seattle,Job Title,2018-07,Design Engineer,Median Base Pay,"$85,278 ",4.60%
Seattle,Job Title,2018-07,Pharmacy Technician,Median Base Pay,"$41,169 ",3.60%
Seattle,Job Title,2018-07,Graphic Designer,Median Base Pay,"$60,580 ",3.10%
Seattle,Job Title,2018-07,Web Developer,Median Base Pay,"$87,742 ",2.60%
Seattle,Job Title,2018-07,Business Development Manager,Median Base Pay,"$87,359 ",4.30%
Seattle,Job Title,2018-07,Data Scientist,Median Base Pay,"$124,529 ",0.80%
Seattle,Job Title,2018-07,Buyer,Median Base Pay,"$68,632 ",2.00%
Seattle,Job Title,2018-07,Data Analyst,Median Base Pay,"$71,655 ",1.90%
Seattle,Job Title,2018-07,Electrical Engineer,Median Base Pay,"$90,060 ",1.80%
Seattle,Job Title,2018-07,Attorney,Median Base Pay,"$116,783 ",3.80%
Seattle,Job Title,2018-07,Human Resources Manager,Median Base Pay,"$85,323 ",2.50%
Seattle,Job Title,2018-07,Technician,Median Base Pay,"$53,076 ",1.20%
Seattle,Job Title,2018-07,Restaurant Cook,Median Base Pay,"$35,316 ",3.00%
Seattle,Job Title,2018-07,Production Manager,Median Base Pay,"$71,348 ",2.60%
Seattle,Job Title,2018-07,Manufacturing Engineer,Median Base Pay,"$79,231 ",1.30%
Seattle,Job Title,2018-07,Retail Key Holder,Median Base Pay,"$35,731 ",4.80%
Seattle,Job Title,2018-07,Paralegal,Median Base Pay,"$62,283 ",0.70%
Seattle,Job Title,2018-07,Java Developer,Median Base Pay,"$88,325 ",3.80%
Seattle,Job Title,2018-07,Warehouse Associate,Median Base Pay,"$52,882 ",4.80%
Seattle,Job Title,2018-07,Property Manager,Median Base Pay,"$62,973 ",6.00%
Seattle,Job Title,2018-07,Producer,Median Base Pay,"$77,259 ",-0.10%
Seattle,Job Title,2018-07,Quality Engineer,Median Base Pay,"$84,020 ",2.40%
Seattle,Job Title,2018-07,Operations Analyst,Median Base Pay,"$67,878 ",2.90%
Seattle,Job Title,2018-07,Medical Assistant,Median Base Pay,"$45,942 ",4.00%
Seattle,Job Title,2018-07,Tax Manager,Median Base Pay,"$106,865 ",4.60%
Seattle,Job Title,2018-07,Technical Editor,Median Base Pay,"$79,029 ",2.10%
Seattle,Job Title,2018-07,Truck Driver,Median Base Pay,"$57,760 ",6.20%
Seattle,Job Title,2018-07,Insurance Agent,Median Base Pay,"$40,667 ",-0.90%
Seattle,Job Title,2018-07,Medical Technologist,Median Base Pay,"$64,881 ",2.00%
Seattle,Job Title,2018-07,Field Engineer,Median Base Pay,"$74,334 ",1.10%
Seattle,Job Title,2018-07,Machine Operator,Median Base Pay,"$43,565 ",1.30%
Seattle,Job Title,2018-07,Communications Manager,Median Base Pay,"$83,899 ",0.30%
Seattle,Job Title,2018-07,Construction Laborer,Median Base Pay,"$52,641 ",3.10%
Seattle,Job Title,2018-07,Emergency Medical Technician,Median Base Pay,"$40,460 ",3.10%
Seattle,Job Title,2018-07,Web Designer,Median Base Pay,"$62,559 ",-1.20%
Seattle,Job Title,2018-07,Maintenance Worker,Median Base Pay,"$53,870 ",3.60%
Seattle,Job Title,2018-07,Barista,Median Base Pay,"$29,098 ",4.20%
Seattle,Job Title,2018-07,Bartender,Median Base Pay,"$39,999 ",6.00%
Seattle,Job Title,2018-07,Civil Engineer,Median Base Pay,"$76,305 ",1.50%
Seattle,Job Title,2018-07,Claims Adjuster,Median Base Pay,"$54,588 ",2.60%
Seattle,Job Title,2018-07,Certified Nursing Assistant,Median Base Pay,"$37,321 ",4.30%
Seattle,Job Title,2018-07,Customer Service Representative,Median Base Pay,"$44,277 ",2.40%
Seattle,Job Title,2018-07,Delivery Driver,Median Base Pay,"$46,041 ",2.20%
Seattle,Job Title,2018-07,Financial Advisor,Median Base Pay,"$54,369 ",4.80%
Seattle,Job Title,2018-07,Licensed Practical Nurse,Median Base Pay,"$52,330 ",2.60%
Seattle,Job Title,2018-07,Loan Officer,Median Base Pay,"$46,014 ",-0.60%
Seattle,Job Title,2018-07,Maintenance Technician,Median Base Pay,"$50,090 ",2.20%
Seattle,Job Title,2018-07,Material Handler,Median Base Pay,"$40,488 ",4.30%
Seattle,Job Title,2018-07,Network Engineer,Median Base Pay,"$85,991 ",-4.60%
Seattle,Job Title,2018-07,Office Manager,Median Base Pay,"$57,353 ",2.10%
Seattle,Job Title,2018-07,Pharmacist,Median Base Pay,"$127,240 ",3.30%
Seattle,Job Title,2018-07,Process Engineer,Median Base Pay,"$91,017 ",1.80%
Seattle,Job Title,2018-07,Program Manager,Median Base Pay,"$98,374 ",0.80%
Seattle,Job Title,2018-07,Research Assistant,Median Base Pay,"$33,317 ",1.40%
Seattle,Job Title,2018-07,Restaurant Manager,Median Base Pay,"$53,787 ",0.40%
Seattle,Job Title,2018-07,Security Officer,Median Base Pay,"$45,229 ",3.70%
Seattle,Job Title,2018-07,Server,Median Base Pay,"$37,788 ",3.40%
Seattle,Job Title,2018-07,Solutions Architect,Median Base Pay,"$117,997 ",3.70%
Seattle,Job Title,2018-07,Systems Engineer,Median Base Pay,"$92,757 ",2.20%
Seattle,Job Title,2018-07,Technical Support,Median Base Pay,"$52,135 ",2.60%
Seattle,Job Title,2018-07,UX Designer,Median Base Pay,"$97,178 ",1.50%
San Francisco,Job Title,2018-07,Software Engineer,Median Base Pay,"$120,163 ",2.90%
San Francisco,Job Title,2018-07,Programmer Analyst,Median Base Pay,"$91,815 ",3.50%
San Francisco,Job Title,2018-07,Consultant,Median Base Pay,"$96,164 ",2.40%
San Francisco,Job Title,2018-07,Project Manager,Median Base Pay,"$93,321 ",0.30%
San Francisco,Job Title,2018-07,Store Manager,Median Base Pay,"$65,976 ",3.00%
San Francisco,Job Title,2018-07,Business Analyst,Median Base Pay,"$87,557 ",2.20%
San Francisco,Job Title,2018-07,Cashier,Median Base Pay,"$35,030 ",5.90%
San Francisco,Job Title,2018-07,Financial Analyst,Median Base Pay,"$83,974 ",3.50%
San Francisco,Job Title,2018-07,Administrative Assistant,Median Base Pay,"$54,995 ",3.10%
San Francisco,Job Title,2018-07,Accountant,Median Base Pay,"$72,635 ",3.70%
San Francisco,Job Title,2018-07,Sales Representative,Median Base Pay,"$63,019 ",2.50%
San Francisco,Job Title,2018-07,Professor,Median Base Pay,"$126,828 ",0.60%
San Francisco,Job Title,2018-07,Registered Nurse,Median Base Pay,"$113,537 ",2.40%
San Francisco,Job Title,2018-07,Marketing Manager,Median Base Pay,"$102,259 ",2.10%
San Francisco,Job Title,2018-07,Operations Manager,Median Base Pay,"$88,076 ",0.70%
San Francisco,Job Title,2018-07,Product Manager,Median Base Pay,"$130,455 ",3.60%
San Francisco,Job Title,2018-07,Sales Manager,Median Base Pay,"$83,254 ",3.70%
San Francisco,Job Title,2018-07,Teacher,Median Base Pay,"$66,935 ",3.80%
San Francisco,Job Title,2018-07,Bank Teller,Median Base Pay,"$36,207 ",8.70%
San Francisco,Job Title,2018-07,Customer Service Manager,Median Base Pay,"$73,843 ",4.30%
San Francisco,Job Title,2018-07,Physical Therapist,Median Base Pay,"$94,711 ",-1.40%
San Francisco,Job Title,2018-07,Mechanical Engineer,Median Base Pay,"$96,392 ",4.10%
San Francisco,Job Title,2018-07,Recruiter,Median Base Pay,"$75,420 ",2.60%
